text,label
the survival of water within extrasolar minor planets,11
quasiparticle interference in antiferromagnetic parent compounds of fe-based superconductors,2
perturbative and nonperturbative renormalization in lattice qcd,16
nonequilibrium thermodynamics and phase transition of ehrenfest urns with interactions,17
dynamical axion in topological superconductors and superfluids,2
schwarzschild spacetime under generalised gullstrand-painlev\'e slicing,6
low-temperature properties of ising antiferromagnet on a stacked triangular lattice,17
magnetic phase control in monolayer films by substrate tuning,19
on multidimensional record patterns,17
pseudo antibunching on one single photon detector,15
directional electron-filtering at a superconductorsemiconductor interface,2
interpreting deep learning models for weak lensing,1
mapping large-scale-structure evolution over cosmic times,1
superfluid density of superconductorferromagnet bilayers,2
quark-model baryon-baryon interaction and its applications to hypernuclei,14
shape phase transition of polyampholytes in two dimensions,4
nonommutative wormholes in $f(r)$ gravity,6
determining ga using nonperturbatively o(a) improved wilson fermions,16
finite dissipation and intermittency in magnetohydrodynamics,18
nucleon structure from quenched overlap fermions,16
surface plasmon-coupled enhanced transmission,12
transportinduced correlations in weakly interacting systems,17
anisotropy in the interaction of ultracold dysprosium,15
comparison of domain wall fermion multigrid methods,16
topography of the hot sphaleron transitions,16
triality invariance in the n=2 superstring,10
nonmetric generalizations of relativistic gravitational theory and observational data interpretation,6
the digest2 neo classification code,11
resonator/zero-qubit architecture for superconducting qubits,15
dynamic consequences of optical spin-orbit interaction,12
nonlocal quantum information transfer without superluminal signalling and communication,15
x-ray dichroism in noncetrosymmetric crystals,4
intermittency and nonextensivity in turbulence and financial markets,4
single-degenerate type ia supernovae are preferentially overluminous,18
nonperturbative implications of hadronic interactions,3
triplicity and physical characteristics of asteroid (216) kleopatra,11
topological superconductorluttinger liquid junctions,0
supervised learning detection of sixty nontransiting hot jupiter candidates,11
evolution of superhigh magnetic fields of magnetars,13
quantum-continuum simulation of underpotential deposition at electrified metal-solution interfaces,19
magnetic breakdown induced peierls transition,0
magnetic oxide semiconductors,19
singular perturbation near mode-coupling transition,17
neon abundances of b-stars in the solar neighborhood,18
gauge-invariant quark-antiquark nonlocal condensates in lattice qcd,16
gravitatomagnetic analogs of electric transformers,6
unconventional dynamics in triangular heisenberg antiferromagnet nacro2,0
double-weyl phonons in transitionmetal monosilicides,19
magnetic-field asymmetry of nonlinear thermoelectric and heat transport,8
first order metal-insulator transision in band overlap mechanism,19
anionic depolymerization transition in irte2,0
pseudospinelectron model in large dimensions,0
nonlinear waves in fermi liquids,4
updated search for electron antineutrino appearance at miniboone,5
vapor condensation onto a nonvolatile liquid drop,7
jet flavour identification at the clic multitev e+e- collider,5
nonperturbative determination of improvement $b$-coefficients in $n_f=3$,16
nonphotosynthetic pigments as potential biosignatures,11
some remarks about pseudo gap behavior of nearly antiferromagnetic metals,0
superpartner spectrum of minimal gaugino-gauge mediation,3
subset method for one-dimensional qcd,16
optical solitons in a trinalchannel inverted nonlinear photonic crystal,12
implications of inhomogeneous metal mixing for stellar archaeology,9
nonadditive enhancement of nonequilibrium atom-surface interactions,15
the transfer matrix with kogut-susskind fermions,16
the spatial and velocity distributions of hypervelocity stars,9
composite operators for bcs superconductor,4
particle-induced transition in foams,7
folding transitions of self-avoiding membranes,4
revealing hidden genuine tripartite nonlocality,15
supertubes versus superconducting tubes,10
fractionalization of interstitials in curved colloidal crystals,7
multidimensional entanglement generation with multicore optical fibers,15
search for universal extra dimensions with the d0 experiment,5
orbital instability of close-in exomoons in noncoplanar systems,11
superbubble origin of cosmic rays,13
auto versus cross-correlation noise,8
anisotropic transport properties of ceru$_2$al$_{10}$,0
dewetting of thin viscoelastic polymer films on slippery substrates,7
frustration enhanced by kitaev-exchange in a $\boldsymbol{\tilde{j}_{\text{eff}}=\frac12}$ triangular antiferromagnet,0
neutron matter from low-momentum interactions,14
hadronic final state interactions at aleph and opal,5
angular momentum transport within evolved low-mass stars,18
on nonperturbative extensions of antidesitter algebras,10
nonlinear dynamics of topological ferromagnetic textures for frequency multiplication,8
nonparametric morphologies of mergers in the illustris simulation,9
the tian pseudoatom method,19
overscreening and underscreening in solid-electrolyte grain boundary space-charge layers,19
outburst activity of symbiotic system agdra,18
s-wave approximation for asymmetry in nonmesonic decay of finite hypernuclei,14
unconventional anisotropic superexchange in nav2o5,0
gauge transformations in einstein-yang-mills theories,6
where are the mini kreutz-family comets?,11
highly amplified light transmission in parity-time symmetric multilayered structure,12
evidence against nongravitational acceleration of 1i/2017 u1 `oumuamua,11
thermal conduction and multiphase gas in cluster cores,1
linear multiport photonic interferometers: loss analysis of temporally-encoded architectures,15
semileptonic decays and the determination of |vub|,5
correlation length of hydrophobic polyelectrolyte solutions,7
accretion in the detached postcommonenvelope binary ltt 560,18
a sparse spectroscopic supernova survey,1
superconducting triplet pairing in al/al$_\mathbf{2} $o$_\mathbf{3} $/ni/ga junctions,2
classical and quantum interference in multiband optical bloch oscillations,12
the energy source of intermediate luminosity optical transients,18
nonadditivity of minimum output p-$\mathbf{r\acute{e}nyi}$ entropy,15
multiparticle entanglement manipulation under positive partial transpose preserving operations,15
nonextensivity and multifractality in low-dimensional dissipative systems,17
multimessenger astrophysics with icecube,13
quasi-maxwell interpretation of the spin-curvature coupling,6
cluster glass transition of ultrasoftpotential fluids at high density,7
coherency vector formalism for polarimetric transformations,12
electron-electron interactions in antidotbased aharonov-bohm interferometers,8
symmetry breaking of counterpropagating light in a nonlinear resonator,12
introducing cgols: the cholla galactic outflow simulation suite,9
supersymetric laser arrays,12
nonlinear reconstruction of redshift space distortions,1
topological semimetal features in the multiferroic hexagonal manganites,19
maximum a posteriori cmb lensing reconstruction,1
nebular-phase spectra of nearby type ia supernovae,13
the competition between staggered field and antiferromagnetic interactions in cugeo3:fe,0
the cdf miniplug calorimeters,5
all supersymmetric solutions of minimal supergravity in six dimensions,10
characterizing transiting planet atmospheres through 2025,11
intercalant and intermolecular phonon assisted superconductivity in k-doped picene,2
thermopower of multilayer graphene,19
multiband polarimetry of postasymptotic giant branch stars stars. optical measurements,18
planet-disc interactions and early evolution of planetary systems,11
radiative protonantiproton annihilation and isospin mixing in protonium,14
lattice fermions with gauge noninvariant measure,16
silicon intercalation into the graphene-sic interface,8
intermediatemass black holes in early globular clusters,9
anisotropic thermal transport in magnetic intercalates fe$_{x}$tis$_2$,19
instantons and monopoles in the nonperturbative qcd,16
isospin equilibration in multinucleon transfer reaction at near-barrier energies,14
possible realization of nonbcs type superconductivity in graphene,2
agc 226067: a possible interacting low-mass system,9
noncommutativity in the early universe,6
chirality in nonhermitian photonics,12
quantifying noncircular streaming motions in disc galaxies,1
smnio3/ndnio3 thin film multilayers,19
spinon phonon interaction and ultrasonic attenuation in quantum spin liquids,0
quantized vortices in superfluids and superconductors,4
influence of intermolecular interactions on magnetic observables,0
panchromatic sed modelling of spatially-resolved galaxies,9
coherent transport in disordered metals out of equilibrium,8
exclusive $d_s$ semileptonic branching fraction measurements,5
production of slow protonium in vacuum,5
discovery of a lensed ultrabright submillimeter galaxy at z=2.0439,9
inhomogeneous metal distribution in the intracluster medium,1
nonreciprocal magnons and symmetry-breaking in the noncentrosymmetric antiferromagnet,0
ogle-2014-sn-073 as a fallback accretion powered supernova,13
accounting for correlations when fitting extra cosmological parameters,1
two-level systems: exact solutions and underlying pseudosupersymmetry,15
nonminimal scalar-tensor theories,6
spatially resolved fourier transform spectroscopy in the extreme ultraviolet,12
general achievable bound of extractable work under feedback control,17
intercalation of hydrogen in the sic/epitaxial graphene interface,19
ordering and demixing transitions in multicomponent widom-rowlinson models,17
rate equation analysis and nonhermiticity in coupled semiconductor laser arrays,12
viscous cosmologies with extra dimensions,6
interplay between uni-directional and bi-directional charge-density-wave orders in underdoped cuprates,0
nonequilibrium entropy and dynamics in a system with long-range interactions,17
gsh 90-28-17: a possible old supernova remnant,9
a multiwavelength analysis of binary-agn candidate pso j334.2028+01.4075,13
ultrafast electron-phonon-magnon interactions at noble metal-ferromagnet interfaces,19
are heavy scalars natural in minimal supergravity?,3
strange-quark vector current pseudoscalarmeson transition form factors,3
nonequilibrium spin injection in monolayer black phosphorus,19
disc-planet interactions in subkeplerian discs,11
habitable zones of postmain sequence stars,11
nonequilibrium dynamical cluster theory,0
the be x-ray binary outburst zoo,13
decoupled strain response of ferroic properties in multiferroic vocl2 monolayer,19
the interacting resonant level model in nonequilibrium: finite temperature effects,0
complex molecules toward low-mass protostars: the serpens core,9
comparative study of autodyne and heterodyne laser interferometry for imaging,12
directional interlayer spin-valley transfer in two-dimensional heterostructures,8
a one-dimensional spin-orbit interferometer,8
superconductorinsulator transition in a capacitively coupled dissipative environment,2
square-root topological semimetals,8
planck trispectrum constraints on primordial nongaussianity at cubic order,1
subdiffraction focussing using quadratic measure eigenmodes,12
supersymmetry breaking casimir warp drive,6
metric fluctuations in semiclassical gravity,6
decoupling minimal surface metamaterial properties through multimaterial hyperbolic tilings,19
electron-phonon heat transfer in monolayer and bilayer graphene,8
perfect observables for the hierarchical nonlinear $o(n)$-invariant $\sigma$-model,16
intercalantdriven superconductivity in ybc$_{6}$ and cac$_{6}$,2
chaotic monopole interactions and vacuum disorder,10
evolution of superconductivity and antiferromagnetic order in ba(fe$_{0.92-x}$co$_{0.08}$v$_x$)$_2$as$_2$,2
hysteresis of electronic transport in graphene transistors,8
nonequilibrium transitions induced by multiplicative noise,4
thermoelectric transport in double-weyl semimetals,0
the anomalous andreev interferometer,2
signatures of topological phonons in superisostatic lattices,7
multicomponent dark matter,3
efimov trimer formation via ultracold four-body recombination,15
transport through a correlated interface: auxiliary master equation approach,0
an analytic formula for the supercluster mass function,1
nonlinear interactions and nonclassical light,15
detecting lyman alpha emitters in the submillimeter,1
transverse lambda polarization in semiinclusive dis,3
qcd transition temperature: full staggered result,16
a comprehensive overview of the cold spot,1
helioseismic and magnetic imager multiheight dopplergrams,18
disorder-induced metal-insulator transitions in three-dimensional topological insulators and superconductors,8
spin-transfer-torque through antiferromagnetic irmn,19
metal-rich pne in the outer reaches of m31,9
minimal seesaw model with tri/bimaximal mixing and leptogenesis,3
generation of high-energy photons at ultrarelativistic shock breakout in supernovae,13
supercurrent states in 1d finite-size rings,4
"mid-infrared multiwavelength imaging of ophiuchus\,irs\,48\,transitional disk",11
spitzer spectral line mapping of the hh211 outflow,9
dynamical subclasses of dry active nematics,7
frame transformations of gravitational theories,6
strong interaction studies with panda,5
seeing moir\'e superlattices,8
flat agte honeycomb monolayer with topologically nontrivial states,19
the triply eclipsing hierarchical triple star kic002856960,18
antichiral and nematicity-wave superconductivity,2
nanoscale field-effect transistors: an ultimate size analysis,4
achromatic superoscillatory lenses with subwavelength focusing,12
kerr-lens mode locking without nonlinear astigmatism,12
interacting fluids in an arbitrary external field,7
"making, probing and understanding bose-einstein condensates",4
two-dimensional disorder in black phosphorus and monochalcogenide monolayers,8
a nonsingular rotating black hole,6
formulas for radial transport in protoplanetary disks,11
neutrino-heated winds from rotating protomagnetars,13
"on 2d n=(4,4) superspace supergravity",10
relativistic pseudospin symmetry in nuclei,14
supergiant x-ray binaries observed by suzaku,13
identifying inflated superearths and photo-evaporated cores,11
separabelized skyrme interactions and quasiparticle rpa,14
the nonperturbative broken phase sphaleron rate,16
semiclassical field theory approach to quantum chaos,4
topologically nontrivial configurations in 3-dimensional yang-mills theory,16
study of intermediate two-body decays in $\bar{b}^0\to \sigma_c(2455)^{0}\bar{p}\pi^{+}$,5
search for the \theta_{13} neutrino mixing angle using reactor antineutrinos,5
interferometric description of optical metamaterials,12
antidamping torque-induced switching in biaxial antiferromagnetic insulators,8
multifractal multiplicity distribution in bunching-parameter analysis,3
high-pressure polymorphism of bafe2se3,2
resonant and nonresonant relaxation of globular clusters,9
architecture and dynamics of kepler's candidate multiple transiting planet systems,11
extracting the fundamental parameters,3
noncontextuality inequalities from antidistinguishability,15
intersecting branes and supersymmetry,10
metal-insulator and superconductorinsulator transitions in correlated electron systems,0
microscopic model for the semiconductortoferromagneticmetal transition in fesi$_{1-x}$ge$_{x}$ alloys,0
antisites disordering suppression of the possible phase transition in mn2crga,19
transport properties of spin-triplet superconducting monolayer $mos_2$,8
superluminal dark neutrinos,3
search for eev protons of galactic origin,13
isostaticity and the solidification of semiflexible polymer melts,7
multifrequency study of a double-double radio galaxy j1706+4340,9
manifestly nongaussian fluctuations in superconductornormal metal tunnel nanostructures,8
superlens induced loss-insensitive optical force,12
discovery of a protocluster at z~6,1
direct cpv in two-body and multibody charm decays at lhcb,5
nonabelian born--infeld cosmology,10
percolation transition in the random antiferromagnetic spin-1 chain,0
a swift fix for nuclear outbursts,13
"bright, months-long stellar outbursts announce the explosion of interactionpowered supernovae",13
nonperturbative o(a) improvement of the vector current,16
studies of nonmagnetic impurities in the spin-1/2 kagome antiferromagnet,0
nondegenerate multimode optomechanics,15
interband plasmonics with p-block elements,12
ultrahigh magnetic field phases in frustrated triangularlattice magnet cucro$_2$,0
scattering at interluminal interface,12
nonlocal andreev reflection in superconducting quantum dots,2
theory of semiballistic wave propagation,4
hyperonnucleon interactions - a chiral effective field theory approach,14
lagrangian phase transitions in nonequilibrium thermodynamic systems,17
an algorithm for monte-carlo time-dependent radiation transfer,18
shining a light on galactic outflows: photo-ionized outflows,9
renormalization of supersymmetric qcd on the lattice,16
semiconducting graphene nanomeshes,8
analysis of slow transitions between nonequilibrium steady states,17
uplifted supersymmetric higgs region,3
x-ray evidence for ultrafast outflows in local agns,13
type ii supernovae as probes of cosmology,1
nonequilibrium phase transitions in directed small-world networks,17
cosmic ray sun shadow in soudan 2 underground muon flux,5
interchain versus intrachain hole transmission through desoxyribonucleic acid molecular wires,19
a numerical light curve model for interactionpowered supernovae,13
qcd and hadronic interactions - experimental summary of moriond 03,5
nonequilibrium thermodynamics of feedback control,17
nonhermitian many-body topological excitations in interacting quantum dots,8
esr of the quasi-two-dimensional antiferromagnet with a triangular lattice cucro2,0
gauge transformations in lattice chiral theories,16
probing the subsurface of the two faces of iapetus,11
galaxy cluster contribution to the diffuse extragalactic ultraviolet background,9
panchromatic averaged stellar populations: paasp,1
epsilon-near-zero plasmonic waveguides to enhance nonlinear coherent light-matter interactions,12
panchromatic spectral energy distributions of herschel sources,1
infinite critical boson nonfermi liquid on heterostructure interfaces,0
the interstellar dust properties of nearby galaxies,9
relativistic treatment of hypernuclear decay,14
running vacuum model in nonflat universe,1
tuning exchange interactions in antiferromagnetic fe/w(001) by 4d transitionmetal overlayers,19
linewidth of single photon transitions in mn$_{12}$-acetate,4
gas-assisted growth of protoplanets in a turbulent medium,11
parallels between quantum antiferromagnetism and the strong interactions,0
multiphase equilibrium of crystalline solids,19
is entanglement monogamous?,15
2014-2015 multiple outbursts of 15p/finlay,11
superconductorinsulator transition in fcc-gesb2te4 at elevated pressures,2
pauli-limited multiband superconductivity in kfe2as2,2
first-order scaling near a second-order phase transition: tricritical polymer collapse,17
multiwavelength follow-up of frb 180309,13
pion-photon transition distribution amplitudes,3
mechanical isolation of highly stable antimonene under ambient conditions,19
metastable states of submicron scale ferromagnetic periodic antidot arrays,8
analysis of $d^+\to\bar k^0e^+\nu_e$ and $d^+\to\pi^0e^+\nu_e$ semileptonic decays,5
understanding doping of quantum materials,19
intersubband electron interaction in 1d-2d junctions,8
ultrahigh mobility and giant magnetoresistance in the dirac semimetal cd$_3$as$_2$,0
dusty winds: extraplanar pah features of nearby galaxies,1
equivalent hyperonnucleon interactions in low-momentum space,14
understanding the movements of metal whiskers,7
exact nonsingular waves in the antide sitter universe,6
neutrinos in supersymmetry,3
a weak lensing view on primordial nongaussianities,1
long range interaction models and yangian symmetry,4
"stripes, vibrations and superconductivity",2
the essence of nonclassicality: nonvanishing signal deficit,15
collective transition densities in neutron-rich nuclei,14
transferring energy in general relativity,6
why did comet 17p/holmes burst out?,11
stellar content of the young supershell gsh 305+01-24,9
measurement of ch$_3$d on titan at submillimeter wavelengths,11
nagy-soper subtraction scheme for multiparton final states,3
evidence for multiple phase transitions in la_1-xca_xcoo_3,0
nonequilibrium wetting transition in a nonthermal 2d ising model,17
interfacial fluctuations near the critical filling transition,17
exclusive multibody hadronic decays of the psi(2s),5
missing black holes unveil the supernova explosion mechanism,9
ratchet-induced segregation and transport of nonspherical grains,4
properties of nonbps su(3) monopoles,10
transverse spectral functions and dzyaloshinskii-moriya interactions in xxz spin chains,0
superfluidinsulator transition of interacting multicomponent bosons,4
(de)constructing intersecting m5-branes,10
nuclear supersymmetry: new tests and extensions,14
the metal-insulator transition in semiconductors,17
effect of interactions on vortices in a nonequilibrium polariton condensate,12
nonhermitian dynamics mimicked by a hermitian nonlinear system,12
nonlinear dynamical friction in a gaseous medium,9
phonon-mediated superconductivity in silicene,2
casimir energy in multiply connected static hyperbolic universes,6
phase transition in black holes,6
transient accelerating scalar models with exponential potential,1
supersymmetrizing massive gravity,10
polymer translocation dynamics in the quasi-static limit,7
primordial nongaussian signatures in cmb polarization,1
tev-pev cosmic-ray anisotropy and local interstellar turbulence,13
2008 og$_{19}$: a highly elongated transneptunian object,11
dynamics of nonlinear ion-waves in fermi-dirac electron-positron-ion magnetoplasmas,18
multiscale approach to equilibrating model polymer melts,7
trigonometric parallax of w51 main/south,9
friction between ring polymer brushes,7
graph similarity drives zeolite diffusionless transformations and intergrowth,19
suspended monolayer graphene under true uniaxial deformation,19
on multigraviton and multigravitino gauge theories,6
constraints on minute-scale transient astrophysical neutrino sources,13
deformed hyperbolic black holes,6
time-reversal symmetry breaking superconductivity in hole-doped monolayer mos$_{2}$,2
multiatom quasiparticle scattering interference for superconductor energy-gap symmetry determination,2
multiboson correlations using wave-packets ii,14
hyperfast travel without negative energy,6
isostructural mott transition in 2d honeycomb antiferromagnet v$_{0.9}$ps$_3$,0
h$_2$ emission from nonstationary magnetized bow shocks,9
classification of global minimal embeddings for nonrotating black holes,6
brownian motion under annihilation dynamics,17
on noncommutative geodesic motion,6
formation of stars and clusters over cosmological time,9
deformations of supergravity and supersymmetry anomalies,10
interactionfree quantum computation,15
perovskite-type cobalt oxide at the multiferroic co/pb zr$_{0.2}$ti$_{0.8}$o$_{3}$ interface,19
topology optimization of robust superhydrophobic surfaces,7
shadow multiplets and superhiggs mechanism,10
on observational predictions from multidimensional gravity,6
ultralow energy analog straintronics using multiferroic composites,8
the renormalized jellium model of colloidal suspensions with multivalent counterions,7
growth of gamnas under near-stoichiometric conditions,4
polygon model from first order gravity,6
trichromatic and tripolarizationchannel holography with noninterleaved dielectric metasurface,12
alpha decay of superheavy nuclei,14
dynamical friction and tidal interactions,9
progenitors of core-collapse supernovae,18
galaxy power spectrum multipoles covariance in perturbation theory,1
nonminimal quintessence: dynamics and coincidence problem,6
interplay of electron-lattice interactions and superconductivity in bi2sr2cacu2o8+d,2
antiprotonic hydrogen in static electric field,14
achieving transparency with plasmonic coatings,19
understanding matched filters for precision cosmology,1
triangulum ii: not especially dense after all,9
transmission nonreciprocity in a mutually coupled circulating structure,12
exact asymptotics for nonradiative migration-accelerated energy transfer in one-dimensional systems,17
transfer matrix method in sandpile models,4
transport with hard-core interaction in a chain of asymmetric cavities,17
superconductivity in mesoscopic high-$t_{c}$ superconducting particles,2
multiwavelength investigations of co-evolution of bright custer galaxies,1
displays and antiferroelectric liquid crystals,7
the lee-yang theory of equilibrium and nonequilibrium phase transitions,17
hopping parameter analysis of leptonic and semileptonic heavy-light decays,16
wind structure in late-b supergiants,18
the perfect action for nondegenerate staggered fermions,16
stable multiplecharged localized optical vortices in cubic-quintic nonlinear media,12
may gravitons be superstrong interacting particles?,6
self-phasematched nonlinear optics in integrated semiconductor microcavities,12
superfield representations of superconformal groups,10
electronic correlations in monolayer vs$_2$,0
recent developments in lattice supersymmetry,16
constraining supercritical string/brane cosmologies with astrophysical data,1
observation of intervalley quantum interference in epitaxial monolayer wse2,19
exact cosmological solutions of nonlinear f(r)-gravity,6
search for extra dimensions at lhc,5
exact lattice supersymmetry from topological field theory,16
nonspreading light pulses in photonic crystals,12
observation of $k_s^0$ semileptonic decays with cmd-2 detector,5
interfacial dynamics in transportlimited dissolution,17
topological transitions in metamaterials,12
multichannel approach to clustering matter,17
singularities of ultrarelativistic expanding quark-gluon plasma within quark-gluon transport theory,14
phase transition in peristaltic transport of frictionless granular particles,7
thermal-noise-limited underground interferometer clio,6
dynamics of nonequilibrium deposition with diffusional relaxation,4
nonperturbative stability of supergravity and superstring vacua,10
directed flow in ultrarelativistic heavy-ion collisions,14
on rings and streams in the galactic anticenter,9
doubly special relativity and translation invariance,6
power counting regime of chiral extrapolation and beyond,16
echos of the liquid-gas phase transition in multifragmentation,14
muon pair production in protonantiproton interactions at intermediate energies,3
$^{6}_{\lambda\lambda}$he as a $\lambda\lambda$ interaction constraint,14
three-nucleon interactions: dynamics,14
magnetically controlled outflows from hot jupiters,11
"current noise, electron-electron interactions, and quantum interference",8
searches for extra dimensions at lep,5
universal fluctuations in subdiffusive transport,17
outflow from outerarm starburst in a grazing collision between galaxies,9
synchronized neutrino communications over intergalactic distances,13
bogoliubov transformations and fermion condensates in lattice field theories,16
superradiant phase transition in superconducting circuit in thermal equilibrium,15
ultraluminous x-ray sources as neutrino pulsars,13
finite-volume matrix elements in multiboson states,16
volumes of polytopes without triangulations,10
emulsion-templated formation of poly(nisopropylacrylamide):surfactant mixed shells by thermo-enhanced interfacial complexation,7
robust spin transfer torque in antiferromagnetic tunnel junctions,8
multicopy and stochastic transformation of multipartite pure states,15
on interference and noninterference in the smeft,3
microwave induced nonlocal transport in two-dimensional electron system,8
neutral current pi0 interactions at miniboone,5
coronal minijets in an activated solar tornado-like prominence,18
detection of hoco+ in the protostar iras 16293-2422,9
status of the 0.8 teraflops supercomputer at columbia,16
the minority game with interactions,17
vortex states in a mesoscopic superconducting triangle,2
magnetic fields in nonconvective regions of stars,18
supersonic line broadening within young and massive super star clusters,9
multiple single-centered attractors,10
multiple multicontrol unitary operations: implementation and applications,15
near-field interaction of twisted split-ring resonators,12
multiparticle collision dynamics for fluid interfaces with near-contact interactions,7
interacting electrons in the aharonov-bohm interferometer,8
magnon decay in noncollinear quantum antiferromagnets,0
spin frustration and magnetic ordering in triangular lattice antiferromagnet ca$_3$conb$_2$o$_9$,0
surface criticality and multifractality at localization transitions,8
subcoercive and multilevel ferroelastic remnant states with resistive readout,19
superconducting properties of la$_{1.85}$sr$_{0.15}$cuo$_4$-sr$_2$iro$_4$ multilayers,2
phase transitions of soluble surfactants at a liquid-vapor interface,7
hiding dark energy transitions at low redshift,1
recent diboson and multiboson results in atlas,5
col-ossos: colors of the interstellar planetesimal 1i/`oumuamua,11
overcoming erasure errors with multilevel systems,15
a paucity of protohot jupiters on supereccentric orbits,11
refining exoplanet ephemerides and transit observing strategies,11
two flavour qcd phase transition,16
spontaneously polarized half-gapped superconductivity,2
superconducting properties of the noncentrosymmetric superconductor taos,2
electron-phonon interaction in quantum-dot/quantum-well semiconductor heterostructures,8
brst structure of nonlinear superalgebras,10
moa-2010-blg-328lb: a subneptune orbiting very late m dwarf ?,11
transverse polarization distributions,3
reentrant vortex lattice transformation in four-fold symmetric superconductors,2
bispectrum supersample covariance,1
supersymmetryenhanced stark-chirped rapid-adiabatic-passage in multimode optical waveguides,12
head-on collision of ultrarelativistic charges,6
tau physics: theory overview,3
simulations of muon-induced neutron flux at large depths underground,5
out of plane screening and dipolar interactions in heterostructures,19
shallow-band superconductors: pushing superconductivity types apart,2
nonfermi liquid normal state of the heavy fermion superconductor ube13,0
on the overconcentration problem of strong lensing clusters,1
nonstandard interactions with high-energy atmospheric neutrinos at icecube,3
formation of light exotic nuclei in low-energy multinucleon transfer reactions,14
architectures of planetary systems formed by pebble accretion,11
competition between intermediate plaquette phases in srcu$_2$(bo$_3$)$_2$ under pressure,0
optimizing hyperuniformity in self-assembled bidisperse emulsions,7
nonideal mhd turbulent decay in molecular clouds,9
nonstationary photonic jet from dielectric microsphere,12
the herschel-spire submillimetre spectrum of mars,11
elliptic hypergeometry of supersymmetric dualities,10
transits of planets with small intervals in circumbinary systems,11
stratification of polymercolloid mixtures via fast nonequilibrium evaporation,7
five-leg photon-neutrino interactions,3
a multifluid perspective on multimessenger modelling,6
proton structure function measurements from hera,5
polarized superfluids near their tricritical point,2
the superfluidity and experimental properties of odd-energy-gap superconductors,4
polycyclic aromatic hydrocarbon selected galaxies,1
the construction of sorkin triangulations,6
qcd flux tubes across the deconfinement phase transition,16
relativistic stellar aberration for the space interferometry mission: parallax analysis,6
nonequilibrium phenomena in confined systems,17
inhomogeneities and the modeling of radio supernovae,13
comprehensive multiwavelength modelling of the afterglow of grb050525a,13
interacting fermions in narrow-gap semiconductors with band inversion,0
triggered star formation and its consequences,18
extracting resonance parameters from lattice data,16
interaction of orthogonal-polarized waves in 1d metamaterial with kerr nonlinearity,12
transfer matrices and lattice fermions at finite density,16
multi wavelength study of 4c+28.07,13
x-ray multimodal tomography using speckle-vector tracking,12
multimaterial coatings with reduced thermal noise,12
phase transitions in the antiferroelectricferroelectric mixed systems,19
anomalous thermoelectric power of overdoped bi2sr2cacu2o8 superconductor,2
the enormous outer galaxy hii region ctb 102,9
high-tc superconductivity induced by magnetic interactions,2
reentrant superconductivity in superconductor/ferromagneticalloy bilayers,2
on spontaneous compactification in multidimensional cosmology,6
semiclassical strings in supergravity pft,10
time-dependent electron transport through the multiterminal quantum dot,8
dynamical supersymmetry breaking,3
antibrackets and supersymmetric mechanics,10
nonlocal quantum correlations under amplitude damping decoherence,15
parity-expanded variational analysis for nonzero momentum,16
interstellar filaments and star formation,9
fcnc and nonstandard soft-breaking terms in weak-scale supersymmetry,3
noncommutative einstein equations,6
electron transport across a metal-organic interface,19
sample variance and lyman-alpha forest transmission statistics,1
hyperfineinduced decay in triple quantum dots,15
nonsymmetric gravitational theory,6
phase transitions in systems with nonadditive long-range interactions,17
weak magnetic fields of intermediatemass stars,18
numerical simulation of magnetic interactions in polycrystalline yfeo3,19
semivisible jets: dark matter undercover at the lhc,3
nonisothermal effects on be disks,18
adaptable radiative transfer innovations for submillimeter telescopes (artist),18
thermal transport and quench relaxation in nonlinear luttinger liquids,0
taxonomy of the extrasolar planet,11
pressure-induced multiple phase transformations of the babi$_3$ superconductor,2
nonadiabatic oscillations of supernova neutrinos,3
equilibrium and nonequilibrium properties of systems with long-range interactions,17
supersymmetry parameter analysis,3
"bloch-gr\""uneisen nonlinearity of electron transport in gaas/algaas heterostructures",8
nonperturbative o(a) improvement of the su(3) sextet model,16
optomechanically induced ultraslow and ultrafast light,15
polarimetric studies of magnetic turbulence with interferometer,13
the supersymmetric fat higgs,3
nonreciprocal geometric phase in nonlinear frequency conversion,12
protonproton physics with alice,5
production of double hypernuclei with antiprotons at panda,5
interaction effects on proximity-induced superconductivity in semiconducting nanowires,8
the impending demise of comet c/2012 s1 ison,11
pion interferometry using wavepackets,14
measuring charged-current muon neutrino interactions in miniboone,5
parametrising yields of nuclear multifragmentation,14
nonlinear bicolor holography using plasmonic metasurfaces,12
parasite common envelope evolution by triplestar systems,18
quantum superconductormetal transition,2
on the case for a super tau-charm factory,5
nonconserving zero-range processes with extensive rates under resetting,17
hi-to-h$_2$ transitions in dust-free interstellar gas,9
competition of mesoscales and crossover to tricriticality in polymer solutions,7
time-dependent cp asymmetries in b0 -> ks pi0 gamma transition,5
magnetic fields in interacting binaries,18
observation of excess $\lambda(\bar{\lambda})$ production in two-photon processes at tristan,5
nonabelian duality and higgs multiplets in supersymmetric grand unified theories,3
splitting the multiphase point,4
the triangular ising antiferromagnet in a staggered field,17
the low-lying excitations of polydiacetylene,4
$\eta$ carinae: particle acceleration and multimessenger aspects,13
superloop equations and two dimensional supergravity,10
transformation optics in nonvacuum initial dielectric media,12
collective modes of trinuclear molecules,14
superconformal gauge theories and noncritical superstrings,10
nonequilibrium phase transitions with long-range interactions,17
characterization of near-room-temperature superconductivity in yttrium superhydrides,2
