text,label
homological stability for spaces of subsurfaces with tangential structure,16
crystal bases for the quantum queer superalgebra,10
cancellation of projective modules over nonnoetherian rings,1
minimal resolutions of dominant and semidominant ideals,1
domination in intersecting hypergraphs,2
from $r$-linearized polynomial equations to $r^m$-linearized polynomial equations,18
on the determining wavenumber for the nonautonomous subcritical sqg equation,19
a multirate approach for fluid-structure interaction computation with decoupled methods,15
the content of a gaussian polynomial is invertible,1
homotopy types of gauge groups over nonsimplyconnected closed 4-manifolds,16
fractal homogenization of multiscale interface problems,19
homogeneous variational problems: a minicourse,4
a new clunie type theorem for difference polynomials,11
galoisian obstructions to nonhamiltonian integrability,8
multiphase quadrature domains and a related minimization problem,19
automorphisms and endomorphisms of lacunary hyperbolic groups,13
a note on nonlinear $\sigma$-models in noncommutative geometry,6
bistable transition fronts in r^n,19
using gradual numbers to analyze nonmonotonic functions of fuzzy intervals,14
$q$-frequent hypercyclicity in spaces of operators,12
$l^p$ spherical multipliers on homogeneous trees,12
finite groups with some s-semipermutable subgroups,13
on the automorphic group of an entire function,11
minimal zeros of copositive matrices,14
simplicial affine semigroups with monomial minimal reduction ideals,1
poincare series of nondivisorial valuations on two-dimensional function fields,1
monotone thematic factorizations of matrix functions,12
intermediate hankel operators on the fock space,11
configuration spaces with summable labels,16
"radon, cosine and sine transforms on grassmannian manifolds",10
transversal polynomial of r-fold covers,2
independence of roseman moves including triple points,7
an internal observability estimate for stochastic hyperbolic equations,14
trisecting smooth 4-dimensional cobordisms,7
distribution of nonwieferich primes in certain algebraic groups under abc,18
localizations of infinite subsets of omega,9
quantum hall effect and noncommutative geometry,6
interpolation and commutant lifting with weights,6
polynomial convolutions in max-plus algebra,5
multiplicative invariants and semigroup algebras,1
polystability and the hitchin-kobayashi correspondence,4
hypersimplices are ehrhart positive,2
semiclassical second microlocalization at linear coisotropic submanifolds in the torus,19
overpartitions and singular overpartitions,2
automorphisms of k3 surfaces,3
misere hackenbush flowers,2
galvin's question on non$\sigma$well ordered linear orders,9
automatic structures for subsemigroups of baumslag--solitar semigroups,13
unital grobner bases over arbitrary ground rings,5
on the mod - p cohomology of out(f_{2(p1)},16
large monochromatic components in 3-edge-colored steiner triple systems,2
compensated convex transforms and geometric singularity extraction from semiconvex functions,14
the backbone decomposition for spatially dependent supercritical superprocesses,17
do flat skew-reciprocal littlewood polynomials exist?,0
"bifurcations, intersections, and heights",8
on the convergence of multilevel hermite-pad\'e approximants,0
a continuity principle equivalent to the monotone $\pi^{0}_{1}$ fan theorem,9
characterizations of quasitrivial symmetric nondecreasing associative operations,5
limiting theories of substructures,9
ruin probabilities under sarmanov dependence structure,17
contraction groups for tidy automorphisms of totally disconnected groups,13
on strong measure zero subsets of {}^kappa 2 .,9
packing subgroups in solvable groups,7
dessins d'enfants of trigonal curves,3
super 3-lie algebras induced by super lie algebras,5
derived autoequivalences of bielliptic surfaces,3
on the degenerate forbenius-euler polynomials,18
irreducible bimodules over alternative algebras and superalgebras,5
differential geometry of rectifying submanifolds,4
bargmann transform on the space of hyperplanes,12
sobolev anisotropic inequalities with monomial weights,12
on the transition of charlier polynomials to the hermite function,0
information transmission under random emission constraints,17
first stability eigenvalue of singular minimal hypersurfaces in spheres,4
representations of quantum groups defined over commutative rings iii,10
robustness of strong stability of semigroups,12
double resonance for one-sided superlinear or singular nonlinearities,0
approximating leading singular triplets of a matrix function,15
the hochschild cohomology of square-free monomial complete intersections,1
varieties of elementary subalgebras of submaximal rank in type a,10
a note on degenerate multipolybernoulli numbers and polynomials,18
w-translated schubert divisors and transversal intersections,3
multivariate monotone inclusions in saddle form,14
holonomy transformations for lie subalgebroids,4
a polyahilbert operator for automorphic l-functions,18
"minimalmass blow-up solutions for nonlinear schr\""{o}dinger equations with growth potentials",19
irreducible polynomials over a finite field with restricted coefficients,18
the cone of hilbert functions in the nonstandard graded case,1
constant depth decision rules for multistage optimization under uncertainty,14
minimal asymmetric graphs,2
hypercontractivity of a semilagrangian scheme for hamilton-jacobi equations,15
automorphism groups of some finite semifields,5
k-correspondences and intrinsic pseudovolume forms,3
the homotopy types of $u(n)$-gauge groups over lens spaces,16
on the semigroup of square matrices,13
dieudonne determinants for skew polynomial rings,5
the rudin-kisler ordering of p-points under $\mathfrak{b} = \mathfrak{c}$,9
on topologically minimal surfaces of high genus,7
superconvergence of both the crouzeix-raviart and morley elements,15
on the rationality of multidimentional recusive series,11
finite noncyclic $p$-groups whose number of subgroups is minimal,13
hyperbolic 3-manifolds groups are subgroup conjugacy separable,13
on the localization principle for the automorphisms of pseudoellipsoids,11
spectra of hyperstars on public transportation networks,2
solvable leibniz algebras with triangular nilradical,5
fast cubature of volume potentials over rectangular domains,15
aspects of multilinear harmonic analysis related to transversality,0
exploiting sparsity in complex polynomial optimization,14
nef dimension of minimal models,3
subresultants in multiple roots,1
intermediate subfactors with no extra structure,6
truncated nonsmooth newton multigrid methods for block-separable minimization problems,15
on kac's jordan superalgebra,5
semihyperrings characterized by their hyperideals,13
a class of matrix-valued polynomials generalizing jacobi polynomials,0
a nonlinear problem witha weight and a nonvanishing boundary datum,19
intense automorphisms of finite groups,13
nonsmoothable group actions on spin 4-manifolds,7
knot polynomials from 1-cocycles,7
game theoretic control of multiagent systems,14
robust multiobjective portfolio optimization using bertsimas method,14
trianglefree subgraphs at the trianglefree process,2
holomorphicity of real kaehler submanifolds,4
on semigroups of nonnegative functions and positive operators,12
moments for multidimensional mandelbrot's cascades,17
on the field intersection problem of solvable quintic generic polynomials,18
descent on superelliptic curves,18
on uncountable hypersimple unidimensional theories,9
definability in differential-henselian monotone fields,9
regularity and intersections of bracket powers,1
the saddle point problem of polynomials,14
approximate lattices in higher-rank semisimple groups,13
variable quasi-bregman monotone sequences,14
discrete-time linear-quadratic regulation via optimal transport,14
toplogical derivative for nonlinear magnetostatic problem,14
multinorms and modules over group algebras,12
minimal prime ideals and semistar operations,1
around the $q$-binomial-eulerian polynomials,2
"interpolation between h^p spaces and noncommutative generalizations, i",12
on the extension-closed property for the subcategory $\text{tr}(\omega^2({\rm mod}-a))$,10
a spectral collocation method for nonlocal diffusion equations,15
one-sided heegaard splittings of nonhaken 3-manifolds,7
an interesting example for spectral invariants,7
symmetries in projective multiresolution analyses,12
valuation semigroups of two dimensional local rings,1
multistart algorithm for identifying all optima of nonconvex stochastic functions,14
on the descent polynomial of signed multipermutations,2
when is a trigonometric polynomial not a trigonometric polynomial?,0
four transformations on the catalan triangle,2
transverse exponential stability and applications,8
rational 6-cycles under iteration of quadratic polynomials,18
hyperbolic polygons of minimal perimeter in punctured discs,7
multipliers correction methods for optimization problems over the stiefel manifold,14
coverings of vertical segments under a conformal mapping,11
generic constructions and semidualizing modules,1
"exchangeable coalescents, ultrametric spaces, nested intervalpartitions: a unifying approach",17
subriemannian geodesics on the 3-d sphere,4
supersolvable simplicial arrangements,2
supercuspidal characters of reductive p-adic groups,10
multivariate subexponential distributions and their applications,17
properties of vector-valued submodules on the bidisk,11
reduction of multivariate mixtures and its applications,15
the multifractal spectra of v-statistics,8
combinatorial models for taylor polynomials of functors,16
semiriemannian submersions with totally geodesic fibres,4
injective modules under faithfully flat ring extensions,1
extremal betti numbers and applications to monomial ideals,1
relative entropy and the multivariable multidimensional moment problem,14
amenability and geometry of semigroups,13
subdiffusive concentration in first-passage percolation,17
"ideals in triangulated categories: phantoms, ghosts and skeleta",16
langlands-rapoport conjecture over function fields,18
homogenenous multitype fragmentations,17
koszul almost complete intersections,1
quasianalytic polynomially bounded operators,12
on yau rigidity theorem for minimal submanifolds in spheres,4
decomposing sutured monopole and instanton floer homologies,7
approximating the analytic fourier transform with the discrete fourier transform,15
on kan fibrations for maltsev algebras,16
a lefschetz hyperplane theorem for nonarchimedean jacobians,3
relations on neutrosophic multi sets with properties,9
a noniterative transformation method for newton's free boundary problem,15
oscillating statistics of transitive dynamics,8
orthogonal basis for spherical monogenics by step two branching,11
the virtual thurston seminorm of 3-manifolds,7
nonlinearity in oscillating bridges,19
motivic invariant of real polynomial functions and newton polyhedron,3
on the extreme zeros of jacobi polynomials,0
value monoids of zero-dimensional valuations of rank one,1
high order semilagrangian methods for the bgk equation,15
algebraic approach to slice monogenic functions,11
minimal crystallizations of 3-manifolds,7
a second main theorem for holomorphic curve intersecting hypersurfaces,11
new families of simplicial filtration functors,16
polynilpotent multipliers of finitely generated abelian groups,13
wiener tauberian theorem for hypergeometric transforms,12
embedded nonlinear model predictive control for obstacle avoidance using panoc,14
uniqueness of fourier-jacobi models: the archimedean case,10
dynamics of nonlinear hyperbolic equations of kirchhoff type,19
cohomological equations for suspension flows over vershik automorphisms,8
groups with exactly two supercharacter theories,13
factorization invariants of puiseux monoids generated by geometric sequences,1
semiconcave functions in alexandrov's geometry,4
multiple disjointness and invariant measures on minimal distal flows,8
braid monodromy of hypersurface singularities,3
ordered monoids: languages and relations,9
on overtwisted contact surgeries,7
"gr\""obner bases of modules over sigma-pbw extensions",5
entropic measure on multidimensional spaces,17
multiparameter riesz commutators,0
willmore submanifolds in a sphere,4
associated primes of local cohomology modules over regular rings,1
path-space variational inference for nonequilibrium coarse-grained systems,15
quantization and injective submodules of differential operator modules,10
stable soft extrapolation of entire functions,15
counting curves over finite fields,3
superacceleration with cyclical step-sizes,14
support of nonseparable multivariate scaling function,0
2-selmer groups of even hyperelliptic curves over function fields,18
certain multi(sub)linear square functions,0
automorphisms of decompositions,2
on normal subgroupoids,13
nonlinear stability for the periodic and nonperiodic zakharov system,19
inverse mean curvature flow over nonstarshaped surfaces,4
logarithmic jet spaces and intersection multiplicities,3
explicit equivalences between cat(0) hyperbolic type geodesics,7
preservation of semistability under fourier-mukai transforms,3
"coxeter groups, wavelets, multiresolution and sampling",12
thin tails of fixed points of the nonhomogeneous smoothing transform,17
separately subharmonic and harmonic functions are subharmonic,11
on selfadjoint functors satisfying polynomial relations,10
reduced c*-algebras of fell bundles over inverse semigroups,6
"lelong numbers of bidegree (1,1) currents on multiprojective spaces",11
mean curvature flow with free boundary outside a hypersphere,4
vector semiinner products,12
nonlinear differential galois theory,0
singular polynomials and modules for the symmetric groups,10
hyperbolic cusps with convex polyhedral boundary,4
polynomial hulls and positive currents,11
min-max minimal hypersurfaces in noncompact manifolds,4
nonorientable surfaces in homology cobordisms,7
persistent homology and euler integral transforms,16
modularity of trianguline galois representations,18
effective topological complexity of orientable-surface groups,16
nonrelativistic limit of solitary waves for nonlinear maxwell-klein-gordon equations,19
noncommutative functional calculate and its application,12
bohr's theorem for monogenic power series,11
generalizations of jacobsthal sums and hypergeometric series over finite fields,18
ergodicity of sublinear markovian semigroups,17
on the quantitative subspace theorem,18
nonnull slant ruled surfaces,4
"diagram algebras, dominance triangularity, and skew cell modules",10
new examples of minimal nonstronglyperfect graphs,2
on minimality of two-bridge knots,7
locally definable subgroups of semialgebraic groups,9
the marcinkiewicz multiplier theorem revisited,0
a counterexample to a question about differential ideals,1
"coxeter transformations, the mckay correspondence, and the slodowy correspondence",10
pseudodifferential calculus in anisotropic gelfand-shilov setting,12
normal smoothings for charney-davis strict hyperbolizations,7
"twisted alexander polynomials of $(-2,3,2n+1)$-pretzel knots",7
"multiple solutions for a nonhomogeneous schr\""odinger-maxwell system in $r^3$",19
"measures, states and de finetti maps on pseudobck algebras",9
equifocal submanifolds with nonflat section and topological tits buildings,4
subspaces of an arithmetic universe via type theory,9
discrete lebedev's index transforms,0
slant submersions from almost hermitian manifolds,4
the runge approximation theorem for generalized polynomial hulls,11
determining the open pit to underground transition: a new method,14
a renewal scheme for nonuniformly hyperbolic semiflows,8
the subalgebra of graded central polynomials of an associative algebra,5
"optimal interpolation formulas in $w_2^{(m,m-1)}$ space",15
relative category and monoidal topological complexity,16
algebraic subdivision in simplicially controlled categories,16
"antisymmetry, pseudospectral methods, and conservative pdes",15
an arithmetical interpretation of verification and intuitionistic knowledge,9
"nonorientable, incompressible surfaces in punctured-torus bundles over s^1",7
on a nonelliptic attenuated geodesic transform,4
patterns of ideals of numerical semigroups,5
new strategies for standard bases over z,1
persistence of network synchronization under nonidentical coupling functions,8
concordances to prime hyperbolic virtual knots,7
multiple positive solutions for a nonlinear three-point integral boundary-value problem,0
semiregular dubuc-deslauriers wavelet tight frames,15
on the structure of monomial complete intersections in positive characteristic,1
on ultrafilter extensions of first-order models and ultrafilter interpretations,9
stability result for projective modules over blowup rings,1
a partial order where all monotone maps are definable,9
polynomially convex embeddings of even-dimensional compact manifolds,11
boundary slopes of some nonmontesinos knots,7
cohen-macaulayness of nonaffine normal semigroups,1
the warping polynomial of a knot diagram,7
unique pseudoexpectations for $c^*$-inclusions,6
minimal canonical comprehensive groebner systems,1
liouville property of strongly transitive actions,13
static potentials and area minimizing hypersurfaces,4
dimensions of monomial varieties,3
parameter identification in a semilinear hyperbolic system,15
the index of a numerical semigroup ring,1
a regularized newton-like method for nonlinear pde,15
on backward attractors of interval maps,8
"the automorphisms group of $\overline{m}_{0,n}$",3
wedge extendability of cr-meromorphic functions: the minimal case,11
fast hyperbolic radon transform represented as convolutions in log-polar coordinates,15
intersection theory and the horn inequalities for invariant subspaces,12
nonwellfounded sets in homotopy type theory,9
the pieri rule for gln over finite fields,10
the turnpike property in semilinear control,14
dimension of spaces of polynomials on abelian topological semigroups,12
nonplanar extensions of subdivisions of planar graphs,2
global asymptotics of the meixner polynomials,0
the omega-rule interpretation of transfinite provability logic,9
a counter example on nontangential convergence for oscillatory integrals,19
the asymptotic couple of the field of logarithmic transseries,9
lagrange interpolation over division rings,0
on sobolev orthogonal polynomials,0
fixed point theorems for noncommutative functions,12
no-collision transportation maps,14
"factorization of noncommutative polynomials and nullstellens\""atze for the free algebra",5
acylindrical hyperbolicity of out($w_n$),13
exponential sums with reducible polynomials,18
partial-isometric crossed products by semigroups of endomorphisms,6
convergence of univariate nonstationary subdivision schemes via asymptotical similarity,15
hopf structures on ambiskew polynomial rings,5
kazhdan-lusztig polynomials and character formulae for the lie superalgebra q(n),10
graph and depth of a monomial squarefree ideal,1
on c-fibrations over projective curves,3
counterexamples for ifs-attractors,8
a homological recipe for pseudoanosovs,7
"additivity, subadditivity and linearity: automatic continuity and quantifier weakening",0
the deligne groupoid of the lawrence-sullivan interval,16
beyond topological hyperbolicity: the l-shadowing property,8
on contractively complemented subspaces of separable l_1-preduals,12
global minima for semilinear optimal control problems,14
explicit angle structures for veering triangulations,7
antisymmetric elements in group rings ii,5
on difference operators for symmetric krall-hahn polynomials,0
convergence of complex multiplicative cascades,17
topological minimal sets and their applications,0
irreducible representations of solvable lie superalgebras,10
"oscillatory integral decay, sublevel set growth, and the newton polyhedron",0
comparison theorems on h-type subriemannian manifolds,4
"tame automorphisms of c^3 with multidegree of the form (3,d_2,d_3)",3
free resolutions over short gorenstein local rings,1
quadratic transformations for orthogonal polynomials in one and two variables,0
torsion pairs and simple-minded systems in triangulated categories,10
hadamard triples generate self-affine spectral measures,12
multiplicity of zeros and discrete orthogonal polynomials,0
the variance conjecture on some polytopes,12
on the number of nontrivial projective transformations of closed manifolds,4
subharmonic solutions of first order hamiltonian systems with subquadratic condition,19
intersecting generalised permutations,2
subconvexity of shintani's zeta functions,18
multistage waveform relaxation and multisplitting methods for differential algebraic systems,15
polylogarithms for $gl_2$ over totally real fields,18
digital shearlet transforms,15
on subcomplete forcing,9
on spectral triples on crossed products arising from equicontinuous actions,6
khinchin theorem for interval exchange transformations,8
the multivariate integer chebyshev problem,18
tilting modules for lie superalgebras,10
pseudocompact paratopological groups that are topological,13
asymptotic behaviour of high gaussian minima,17
triple linking numbers and surface systems,7
hyperbolic boundary problems with large oscillatory coefficients: multiple amplification,19
subproduct systems of hilbert spaces: dimension two,6
riemann surfaces out of paper,11
subdivisions of shellable complexes,2
increasing subsequences of random walks,17
local convergence of newton's method under majorant condition,15
martingale transforms and the hardy-littlewood-sobolev inequality for semigroups,17
on the intersection multiplicity of plane branches,3
lusternik-schnirelmann categories of nonsimply connected compact simple lie groups,16
hochschild cohomology for periodic algebras of polynomial growth,10
density of monodromy actions on nonabelian cohomology,3
graphs of transportation polytopes,2
principal pivot transforms: properties and applications,5
the segal conjecture for infinite groups,16
blocks and characters of $g(3)$-modules of nonintegral weights,10
holomorphic factorization of matrices of polynomials,11
derived equivalences between matrix subrings and their applications,10
elementary matrix reduction over locally stable rings,5
global existence for some transport equations with nonlocal velocity,19
seismic imaging and optimal transport,15
quantum no-signalling correlations and nonlocal games,6
infinitesimally extremal beltrami differentials of nonlandslide type,11
formation of singularities for a transport equation with nonlocal velocity,19
markov-dubins interpolating curves,14
the depth of a hypersubstitution,5
the fredholm property for groupoids is a local property,6
two-regular subgraphs of odd-uniform hypergraphs,2
every simple higher dimensional noncommutative torus is an at algebra,6
a nonintrusive reduced basis method applied to aeroacoustic simulations,15
rational interpolation and basic hypergeometric series,2
on quasi-separative semigroups,13
on seaweed subalgebras and meander graphs in type c,10
interpolatory hdg method for parabolic semilinear pdes,15
generalizations of chebyshev polynomials and polynomial mappings,0
inverse tempered stable subordinators,17
fixed point stacks under groups of multiplicative type,3
on the minimal set for counterexamples to the local-global principle,18
reflection subgroups of coxeter groups,13
stochastic monotonicity from an eulerian viewpoint,17
on projections of free semialgebraic sets,12
new simple theories from hypergraph sequences,9
the dual braid monoid,13
numerical semigroups generated by primes,18
again antiplane shear,19
on the determination of the singer transfer,16
real interpolation and transposition of certain function spaces,12
geometric classification of isomorphism of unital graph c*-algebras,6
embedding some riemann surfaces into \c^2 with interpolation,11
conditionally decomposable polytopes,2
polytopes and simplexes in p-adic fields,9
structural decomposition of monomial resolutions,1
$h_q-$semiclassical orthogonal polynomials via polynomial mappings,0
quantitative local bounds for subcritical semilinear elliptic equations,19
nonlinear discontinuous petrov-galerkin methods,15
a generalized newton method for subgradient systems,14
on pseudodifferential operators on filtered and multifiltered manifolds,6
hyperexpansive weighted composition operators,12
invariant plurisubharmonic functions on noncompact hermitian symmetric spaces,11
"continuous, semidiscrete, and fully discretized navier-stokes equations",15
ultrafilter extensions of linear orders,9
lattices over polynomial rings and applications to function fields,18
on degenerations of lie superalgebras,5
"games, predictions, interactivity",14
properties of multitype subcritical branching processes in random environment,17
sequences of binary irreducible polynomials,8
representations of the renner monoid,10
semicontinuity of measure theoretic entropy for noncompact systems,8
multiplier theorem for fourier series in continuous-discrete sobolev orthogonal polynomials,0
what is the lagrangian for nonlinear filtering?,14
on polynomial representations of classical strange lie superalgebras,10
on the homotopy type of choice spaces,16
"deformations of noncompact, projective manifolds",7
transitivity and bundle shifts,12
lineability of nondifferentiable pettis primitives,12
renormalisation of hierarchically interacting cannings processes,17
coxeter systems for which the brink-howlett automaton is minimal,13
semistable extensions over 1-dimensional bases,3
fourier transform for functions of bicomplex variables,11
free multivariate w*-semicrossed products: reflexivity and the bicommutant property,6
semicharacters of groups,13
ergodic volterra quadratic transformations of symplex,8
nonvanishing of geodesic periods over compact hyperbolic manifolds,18
"on postcritically finite polynomials, part 2: hubbard trees",8
"hyperbolic metrics, measured foliations and pants decompositions for nonorientable surfaces",7
simultaneous core multipartitions,2
polynomial solutions of differential-difference equations,0
linear cocycles over lorenz-like flows,8
kloosterman sums with multiplicative coefficients,18
connes-landi deformation of spectral triples,6
cech cohomology over $\mathbb{f}_{1^2}$,3
centralizers in ore extensions of polynomial rings,5
topological entropy of free product automorphisms,6
global rigidity of conjugations for locally nondiscrete subgroups of diff^w(s^1),8
minimizability of developable riemannian foliations,4
multilinear dyadic operators and their commutators,0
boundary expansions for minimal graphs in the hyperbolic space,19
maximum modulus principle for multipliers and mean ergodic multiplication operators,12
a polynomial identity via differential operators,1
frobenius and non logarithmic ramification,18
multiplicity of positive solutions for nonlinear field equations in $\r^{n}$,19
elliptic curves with supersingular reduction over $\gamma$-extensions,18
nilpotent orbits and mixed gradings of semisimple lie algebras,10
roots of ehrhart polynomials of gorenstein fano polytopes,2
dual-primal isogeometric tearing and interconnecting solvers for multipatch dg-iga equations,15
remarks on finite subset spaces,16
comodules over semiperfect corings,5
on sum of two subnormal kernels,12
subconvexity for l-functions of nonspherical cusp forms on gl(3),18
structure theory of regular semigroups,13
minimal surfaces in finite volume non compact hyperbolic $3$-manifolds,4
transporting cohomology in lazard correspondence,13
the irreducible multiplicity and ulrich modules,1
triple canonical covers of varieties of minimal degree,3
subdifferential characterization of probability functions under gaussian distribution,14
a multiverse perspective on the axiom of constructiblity,9
a partitioned scheme for fluid-composite structure interaction problems,15
modular forms and period polynomials,18
"vector valued polynomials, exponential polynomials and vector valued harmonic analysis",12
core and residual intersections of ideals,1
general multisum transformations and some implications,18
monodromy of schwarzian equations with regular singularities,7
$\gamma$-convergence for nonlocal phase transitions,19
hyperbolic hhs i:factor systems and quasi-convex subgroups,13
on lie algebroid over algebraic spaces,5
real analytic multiparameter singular radon transforms,0
homological epimorphisms and homotopy epimorphisms,16
identities and quasiidentities in the lattice of overcommutative semigroup varieties,13
the maximum modulus set of a polynomial,11
hyperbolic balance laws with a non local source,19
patterns on numerical semigroups,5
montel-type theorems for exponential polynomials,0
polynomiality of monotone hurwitz numbers in higher genera,2
minimum multiplicities of subgraphs and hamiltonian systems,2
equivariant evaluation subgroups and rhodes groups,16
artin monoids inject in their groups,13
maximum gap in cyclotomic polynomials,18
resiliency of on-demand multimodal transit systems during a pandemic,14
on laplacian monopoles,2
around operator monotone functions,12
deformations of hyperelliptic and generalized hyperelliptic polarized varieties,3
the fine triangle intersections for maximum kite packings,2
sharp interface limit for compressible nonisentropic phase-field model,19
localization of complete intersections,1
pseudoconvex nonstein domains in primary hopf surfaces,11
"gonality, apolarity and hypercubics",3
"sparse polynomial interpolation: sparse recovery, super resolution, or prony?",14
multivariate anisotropic interpolation on the torus,12
quantifier elimination on some pseudoalgebraically closed valued fields,9
on volumes and filling collections of multicurves,7
log-brunn-minkowski inequality under symmetry,12
inversion formulae for siegel transforms,18
twist spinning knotted trivalent graphs,7
bounds for the multiplicity of gorenstein algebras,1
pseudoeffective classes and pushforwards,3
rotational subsets of the circle,8
asymptotic behavior of compositions of underrelaxed nonexpansive operators,12
the generalised word problem in hyperbolic and relatively hyperbolic groups,13
identities on polydedekind sums,18
contraction semigroups of elliptic quadratic differential operators,19
efficient uncertainty propagation for network multiphysics systems,15
hypercomplex structures on courant algebroids,4
uniformly positive entropy of induced transformations,8
hyperbolicparabolic deformations of rational maps,8
nonembeddable real algebraic hypersurfaces,11
quantization of polysymplectic manifolds,4
the newton polyhedron and positivity of ${}_2f_3$ hypergeometric functions,0
the minimum principle for convex subequations,19
"coherent extension of partial automorphisms, free amalgamation, and automorphism groups",9
toeplitz operators in hilbert space over graphs,10
lie automorphisms of incidence algebras,5
"stanley depth on five generated, squarefree, monomial ideals",1
rigid representations of triangle groups,13
learning supervised pagerank with gradient-free optimization methods,14
fast adaptive algorithms in the nonstandard form for multidimensional problems,15
requirements for interdependent reserve types,14
weighted polynomials and weighted pluripotential theory,11
multiphysics finite element methods for a poroelasticity model,15
generalized finite polylogarithms,18
topologically weakly mixing polygonal billiards,8
l^p estimates for semidegenerate simplex multipliers,0
four-dimensional homogeneous semisymmetric neutral manifolds,4
discrete multiple orthogonal polynomials on shifted lattices,0
point configurations and translations,3
some nonspectral dt-operators in finite von neumann algebras,6
antiselfdual metrics on lie groups,4
pseudospherical submanifolds with 1-type pseudospherical gauss map,4
"parity, skein polynomials and categorification",7
the number of zeros of unilateral polynomials over coquaternions revisited,15
rigidity of holomorphic generators and one-parameter semigroups,11
the hit problem for the polynomial algebra of four variables,16
product of positive semidefinite matrices,12
random projections for trust region subproblems,14
compactifications of the affine plane over nonclosed fields,3
new examples of tunnel number subadditivity,7
recent progress on univariate and multivariate polynomial and spline quasi-interpolants,15
localization-delocalization phenomena for random interfaces,17
pseudo effect algebras as algebras over bounded posets,5
trinomials with given roots,18
naturally reductive pseudoriemannian spaces,4
over recurrence for mixing transformations,8
powers of monomial ideals and combinatorics,1
kantorovich's mass transport problem for capacities,0
the antiramsey number of $m_5$ in outerplanar graphs,2
an extension of quillen's theorem b,16
one parameter semigroups in two complex variables,11
a note on the zeros of jensen polynomials,11
edwards' condition for quasitraces on c*-algebras,6
some multivariate imprecise shock model copulas,17
small quotient minimal log discrepancies,3
"numerical simulations of the energy- supercritical nonlinear schr\""odinger equation",19
sums of hecke eigenvalues over quadratic polynomials,18
orthodox semigroups and permutation matchings,13
coexistence of critical orbit types in subhyperbolic polynomial maps,8
unstable topological pressure for partially hyperbolic diffeomorphisms with subadditive potentials,8
the morse index of a triply periodic minimal surface,4
monogenic fields arising from trinomials,18
automorphic schwarzian equations,18
spectral methods for multiscale stochastic differential equations,15
hyperkahler contact distributions,4
unitary representations of nilpotent super lie groups,10
"erratum to ""minimal surfaces in finite volume noncompact hyperbolic $3$-manifolds""",4
an orthogonal approach to the subfactor of a planar algebra,6
multiple elliptic polylogarithms,18
distinguishing virtual braids in polynomial time,7
multiplelayer solutions to the allen-cahn equation on hyperbolic space,19
rational integrability of trigonometric polynomial potentials on the flat torus,8
multivalued backward stochastic differential equations with oblique subgradients,17
ergodicity of nonautonomous discrete systems with nonuniform expansion,8
gorenstein-projective and semigorensteinprojective modules. ii,10
unstable hyperplanes for steiner bundles and multidimensional matrices,3
"commensurated subgroups, semistability and simple connectivity at infinity",13
on the closure of translationdilation invariant linear spaces of polynomials,0
narasimhan--simha type metrics on strongly pseudoconvex domains in $\mathbb{c}^n$,11
hamiltonian-connectedness of triangulations with few separating triangles,2
automatic structures for torus link groups,13
nonlinear wave interactions for the benjamin-ono equation,19
equivalence of blocks for the general linear lie superalgebra,10
landau's theorem for polyharmonic mappings,11
discrete mehler-fock transforms,0
hartman-watson distribution and hyperboliclike heat kernels,17
an important excited random walk counterexample,17
on a total function which overtakes all total recursive functions,9
minimal hypersurfaces in r^n \times s^m,4
"shellable weakly compact subsets of $c[0,1]$",12
"orthogonal polynomials, a short introduction",0
generalized nonlinear complementary attitude filter,14
a classification of biconservative hypersurfaces in a pseudoeuclidean space,4
multitype tasep in discrete time,17
a littlewood-richardson rule for koornwinder polynomials,10
notes on tractability conditions for linear multivariate problems,15
the elastica problem under area constraint,14
on quasiconvexity and relative hyperbolic structures,13
"algebrability, nonlinear properties, and special functions",12
potential theory on minimal hypersurfaces i: singularities as martin boundaries,4
high rank invariant subvarieties,8
nice derivations over principal ideal domains,1
definable minimal collapse functions at arbitrary projective levels,9
pointwise multiple averages for systems with two commuting transformations,8
ellipse-preserving hermite interpolation and subdivision,15
transforms for minimal surfaces in the 5-sphere,4
on the density of nonlinear statistics,17
concentration inequalities for ultra log-concave distributions,17
ricci curvature of real hypersurfaces in nonflat complex space forms,4
about a nonstandard interpolation problem,11
a spectral cocycle for substitution systems and translation flows,8
axiomatics for the external numbers of nonstandard analysis,9
small extended formulations for cyclic polytopes,14
hypersurfaces with light-like points,4
estimates of the carath\'eodory metric on the symmetrized polydisc,11
de morgan semiheyting and heyting algebras,9
automorphic l-functions and functoriality,18
algebraic invariants for homotopy types,16
"deformation along subsheaves, ii",3
trimness of closed intervals in cambrian semilattices,2
"characterizing strong pseudoconvexity, obstructions to biholomorphisms, and lyapunov exponents",11
on multivariate hyperbolically completely monotone densities and their laplace transforms,17
generalization of multispecializations and multiasymptotics,3
higher order symmetries of real hypersurfaces in $\bbb c^3.$,11
nonlinear ultrasound imaging,19
asymptotics of orthogonal polynomials via recurrence relations,0
a transformation of the control under uncertainty problems,14
typical behaviour of random interval homeomorphisms,8
$a_2$ colored polynomials of rigid vertex graphs,7
polytopes and large counterexamples,2
factorization invariants in numerical monoids,1
mapped tent pitching schemes for hyperbolic systems,15
christoffel words and markoff triples: an algebraic approach,10
resolvent and radiation fields on nontrapping asymptotically hyperbolic manifolds,19
linking first occurrence polynomials over f_p by steenrod operations,16
